LabelText,LabelValue,LabelPositionXpx,LabelPositionYpx,LabelPositionZpx,LabelPositionTpx,LabelPositionXunits,LabelPositionYunits,LabelPositionZunits,LabelPositionTunits
SE-PPP1,1,166.35032590533,109.210358051803,42,1,540.211382277968,-676.658653907779,345.5853,1
SE-PPP1,1,249.218106402424,75.8727563683101,68,1,540.812806955637,-676.900595623762,346.6253,1
SE-PPP1,1,235.883061264961,73.9677505578247,72,1,540.716025973023,-676.914420864676,346.7853,1
SE-PPP1,1,136.822725958089,114.925375483258,119,1,539.997081530753,-676.617178185039,348.6653,1
SE-PPP1,1,186.352893611525,89.2077970417072,136,1,540.356553751888,-676.803818937369,349.3453,1
SE-PPP1,1,294.938261159441,51.1076808320015,160,1,541.144627467454,-677.080323755636,350.3053,1
SE-PPP1,1,318.525370537353,52.0467312742137,160,1,541.31581426128,-677.073508764037,350.3053,1
